"","Age","Sex","Geo","Year","Population"
"662","TOTAL","T","EU27",2012,501300204
"663","TOTAL","T","EU28",2012,505576188
"664","TOTAL","T","FI",2012,5401267
"665","TOTAL","T","FR",2012,65276983
"666","TOTAL","T","FX",2012,63375971
"667","TOTAL","T","GE",2012,4497617
"668","TOTAL","T","HR",2012,4275984
"669","TOTAL","T","HU",2012,9931925
"670","TOTAL","T","IE",2012,4582707
"671","TOTAL","T","IS",2012,319575
"672","TOTAL","T","IT",2012,59394207
"673","TOTAL","T","LI",2012,36475
"674","TOTAL","T","LT",2012,3003641
"675","TOTAL","T","LU",2012,524853
"676","TOTAL","T","LV",2012,2044813
"677","TOTAL","T","MC",2012,NA
"678","TOTAL","T","MD",2012,3559541
"679","TOTAL","T","ME",2012,620308
"680","TOTAL","T","MK",2012,2059794
"681","TOTAL","T","MT",2012,417546
"682","TOTAL","T","NL",2012,16730348
"683","TOTAL","T","NO",2012,4985870
"684","TOTAL","T","PL",2012,38063792
"685","TOTAL","T","PT",2012,10542398
"686","TOTAL","T","RO",2012,20095996
"687","TOTAL","T","RS",2012,7216649
"688","TOTAL","T","RU",2012,143056383
"689","TOTAL","T","SE",2012,9482855
"690","TOTAL","T","SI",2012,2055496
"691","TOTAL","T","SK",2012,5404322
"692","TOTAL","T","SM",2012,33376
"693","TOTAL","T","TR",2012,74724269
"694","TOTAL","T","UA",2012,45453282
"695","TOTAL","T","UK",2012,63495303
"696","TOTAL","T","XK",2012,NA
"697","TOTAL","F","AD",2011,38252
"698","TOTAL","F","AL",2011,1409931
"699","TOTAL","F","AM",2011,1679066
"700","TOTAL","F","AT",2011,4296293
"701","TOTAL","F","AZ",2011,4594023
"702","TOTAL","F","BA",2011,1965701
"703","TOTAL","F","BE",2011,5598920
"704","TOTAL","F","BG",2011,3780505
"705","TOTAL","F","BY",2011,5073034
"706","TOTAL","F","CH",2011,3992708
"707","TOTAL","F","CY",2011,430993
"708","TOTAL","F","CZ",2011,5339500
"709","TOTAL","F","DE",2011,41639177
"710","TOTAL","F","DE_TOT",2011,41639177
"711","TOTAL","F","DK",2011,2804046
"712","TOTAL","F","EA18",2011,170493418
"713","TOTAL","F","EA19",2011,172138783
"714","TOTAL","F","EE",2011,709960
"715","TOTAL","F","EEA30",2011,258736316
"716","TOTAL","F","EEA31",2011,260957421
"717","TOTAL","F","EFTA",2011,6628873
"718","TOTAL","F","EL",2011,5669948
"719","TOTAL","F","ES",2011,23617694
"720","TOTAL","F","EU27",2011,256100151
"721","TOTAL","F","EU28",2011,258321256
"722","TOTAL","F","FI",2011,2736860
"723","TOTAL","F","FR",2011,33515819
"724","TOTAL","F","FX",2011,32516716
"725","TOTAL","F","GE",2011,2341972
"726","TOTAL","F","HR",2011,2221105
"727","TOTAL","F","HU",2011,5241821
"728","TOTAL","F","IE",2011,2301455
"729","TOTAL","F","IS",2011,158446
"730","TOTAL","F","IT",2011,30649434
"731","TOTAL","F","LI",2011,18263
"732","TOTAL","F","LT",2011,1645365
"733","TOTAL","F","LU",2011,257221
"734","TOTAL","F","LV",2011,1126666
"735","TOTAL","F","MC",2011,NA
"736","TOTAL","F","MD",2011,1848324
"737","TOTAL","F","ME",2011,313725
"738","TOTAL","F","MK",2011,1026404
"739","TOTAL","F","MT",2011,208584
"740","TOTAL","F","NL",2011,8412317
"741","TOTAL","F","NO",2011,2459456
"742","TOTAL","F","PL",2011,19633018
"743","TOTAL","F","PT",2011,5519178
"744","TOTAL","F","RO",2011,10366110
"745","TOTAL","F","RS",2011,3720624
"746","TOTAL","F","RU",2011,76809957
"747","TOTAL","F","SE",2011,4725326
"748","TOTAL","F","SI",2011,1035626
"749","TOTAL","F","SK",2011,2767273
"750","TOTAL","F","SM",2011,16227
"751","TOTAL","F","TR",2011,36679806
"752","TOTAL","F","UA",2011,24565563
"753","TOTAL","F","UK",2011,32071042
"754","TOTAL","F","XK",2011,889913
"755","TOTAL","M","AD",2011,39863
"756","TOTAL","M","AL",2011,1421810
"757","TOTAL","M","AM",2011,1583584
"758","TOTAL","M","AT",2011,4078871
"759","TOTAL","M","AZ",2011,4517055
"760","TOTAL","M","BA",2011,1877482
"761","TOTAL","M","BE",2011,5401718
"762","TOTAL","M","BG",2011,3588926
"763","TOTAL","M","BY",2011,4408159
"764","TOTAL","M","CH",2011,3877426
"765","TOTAL","M","CY",2011,408758
"766","TOTAL","M","CZ",2011,5147231
"767","TOTAL","M","DE",2011,40112425
"768","TOTAL","M","DE_TOT",2011,40112425
"769","TOTAL","M","DK",2011,2756582
"770","TOTAL","M","EA18",2011,162556120
"771","TOTAL","M","EA19",2011,163963343
"772","TOTAL","M","EE",2011,619700
"773","TOTAL","M","EEA30",2011,246743107
"774","TOTAL","M","EEA31",2011,248811859
"775","TOTAL","M","EFTA",2011,6516167
"776","TOTAL","M","EL",2011,5453444
"777","TOTAL","M","ES",2011,23049480
"778","TOTAL","M","EU27",2011,244104366
"779","TOTAL","M","EU28",2011,246173118
"780","TOTAL","M","FI",2011,2638416
"781","TOTAL","M","FR",2011,31462902
"782","TOTAL","M","FX",2011,30553628
"783","TOTAL","M","GE",2011,2127278
"784","TOTAL","M","HR",2011,2068752
"785","TOTAL","M","HU",2011,4743901
"786","TOTAL","M","IE",2011,2269426
"787","TOTAL","M","IS",2011,160006
"788","TOTAL","M","IT",2011,28715256
"789","TOTAL","M","LI",2011,17886
"790","TOTAL","M","LT",2011,1407223
"791","TOTAL","M","LU",2011,254619
"792","TOTAL","M","LV",2011,947939
"793","TOTAL","M","MC",2011,NA
"794","TOTAL","M","MD",2011,1712106
"795","TOTAL","M","ME",2011,306125
"796","TOTAL","M","MK",2011,1030880
"797","TOTAL","M","MT",2011,206405
"798","TOTAL","M","NL",2011,8243482
"799","TOTAL","M","NO",2011,2460849
"800","TOTAL","M","PL",2011,18429700
"801","TOTAL","M","PT",2011,5053543
"802","TOTAL","M","RO",2011,9832949
"803","TOTAL","M","RS",2011,3530925
"804","TOTAL","M","RU",2011,66046579
"805","TOTAL","M","SE",2011,4690244
"806","TOTAL","M","SI",2011,1014563
"807","TOTAL","M","SK",2011,2625173
"808","TOTAL","M","SM",2011,15636
"809","TOTAL","M","TR",2011,37043182
"810","TOTAL","M","UA",2011,21032616
"811","TOTAL","M","UK",2011,30951490
"812","TOTAL","M","XK",2011,904267
"813","TOTAL","T","AD",2011,78115
"814","TOTAL","T","AL",2011,2831741
"815","TOTAL","T","AM",2011,3262650
"816","TOTAL","T","AT",2011,8375164
"817","TOTAL","T","AZ",2011,9111078
"818","TOTAL","T","BA",2011,3843183
"819","TOTAL","T","BE",2011,11000638
"820","TOTAL","T","BG",2011,7369431
"821","TOTAL","T","BY",2011,9481193
"822","TOTAL","T","CH",2011,7870134
"823","TOTAL","T","CY",2011,839751
"824","TOTAL","T","CZ",2011,10486731
"825","TOTAL","T","DE",2011,81751602
"826","TOTAL","T","DE_TOT",2011,81751602
"827","TOTAL","T","DK",2011,5560628
"828","TOTAL","T","EA18",2011,333049538
"829","TOTAL","T","EA19",2011,336102126
"830","TOTAL","T","EE",2011,1329660
"831","TOTAL","T","EEA30",2011,505479423
"832","TOTAL","T","EEA31",2011,509769280
"833","TOTAL","T","EFTA",2011,13145040
"834","TOTAL","T","EL",2011,11123392
"835","TOTAL","T","ES",2011,46667174
"836","TOTAL","T","EU27",2011,500204517
"837","TOTAL","T","EU28",2011,504494374
"838","TOTAL","T","FI",2011,5375276
"839","TOTAL","T","FR",2011,64978721
"840","TOTAL","T","FX",2011,63070344
"841","TOTAL","T","GE",2011,4469250
"842","TOTAL","T","HR",2011,4289857
"843","TOTAL","T","HU",2011,9985722
"844","TOTAL","T","IE",2011,4570881
"845","TOTAL","T","IS",2011,318452
"846","TOTAL","T","IT",2011,59364690
"847","TOTAL","T","LI",2011,36149
"848","TOTAL","T","LT",2011,3052588
"849","TOTAL","T","LU",2011,511840
"850","TOTAL","T","LV",2011,2074605
"851","TOTAL","T","MC",2011,NA
"852","TOTAL","T","MD",2011,3560430
"853","TOTAL","T","ME",2011,619850
"854","TOTAL","T","MK",2011,2057284
"855","TOTAL","T","MT",2011,414989
"856","TOTAL","T","NL",2011,16655799
"857","TOTAL","T","NO",2011,4920305
"858","TOTAL","T","PL",2011,38062718
"859","TOTAL","T","PT",2011,10572721
"860","TOTAL","T","RO",2011,20199059
"861","TOTAL","T","RS",2011,7251549
"862","TOTAL","T","RU",2011,142856536
"863","TOTAL","T","SE",2011,9415570
"864","TOTAL","T","SI",2011,2050189
"865","TOTAL","T","SK",2011,5392446
"866","TOTAL","T","SM",2011,31863
"867","TOTAL","T","TR",2011,73722988
"868","TOTAL","T","UA",2011,45598179
"869","TOTAL","T","UK",2011,63022532
"870","TOTAL","T","XK",2011,1794180
"871","TOTAL","F","AD",2010,40296
"872","TOTAL","F","AL",2010,NA
"873","TOTAL","F","AM",2010,1673656
"874","TOTAL","F","AT",2010,4285442
"875","TOTAL","F","AZ",2010,4542083
"876","TOTAL","F","BA",2010,1966011
"877","TOTAL","F","BE",2010,5527684
"878","TOTAL","F","BG",2010,3807808
"879","TOTAL","F","BY",2010,5063266
"880","TOTAL","F","CH",2010,3955240
"881","TOTAL","F","CY",2010,419535
"882","TOTAL","F","CZ",2010,5325922
"883","TOTAL","F","DE",2010,41698651
"884","TOTAL","F","DE_TOT",2010,41698651
"885","TOTAL","F","DK",2010,2791452
"886","TOTAL","F","EA18",2010,170010274
"887","TOTAL","F","EA19",2010,171702051
"888","TOTAL","F","EE",2010,712490
"889","TOTAL","F","EEA30",2010,258049725
"890","TOTAL","F","EEA31",2010,260277921
"891","TOTAL","F","EFTA",2010,6562506
"892","TOTAL","F","EL",2010,5658424
"893","TOTAL","F","ES",2010,23504347
"894","TOTAL","F","EU27",2010,255442459
"895","TOTAL","F","EU28",2010,257670655
"896","TOTAL","F","FI",2010,2726360
"897","TOTAL","F","FR",2010,33357092
"898","TOTAL","F","FX",2010,32367285
"899","TOTAL","F","GE",2010,2327477
"900","TOTAL","F","HR",2010,2228196
"901","TOTAL","F","HU",2010,5257424
"902","TOTAL","F","IE",2010,2288454
"903","TOTAL","F","IS",2010,157694
"904","TOTAL","F","IT",2010,30540758
"905","TOTAL","F","LI",2010,18125
"906","TOTAL","F","LT",2010,1691777
"907","TOTAL","F","LU",2010,252660
"908","TOTAL","F","LV",2010,1149573
"909","TOTAL","F","MC",2010,NA
"910","TOTAL","F","MD",2010,1850208
"911","TOTAL","F","ME",2010,313778
"912","TOTAL","F","MK",2010,1023907
"913","TOTAL","F","MT",2010,207824
"914","TOTAL","F","NL",2010,8371513
"915","TOTAL","F","NO",2010,2431447
"916","TOTAL","F","PL",2010,19610632
"917","TOTAL","F","PT",2010,5509734
"918","TOTAL","F","RO",2010,10414274
"919","TOTAL","F","RS",2010,3753102
"920","TOTAL","F","RU",2010,76275129
"921","TOTAL","F","SE",2010,4691668
"922","TOTAL","F","SI",2010,1032869
"923","TOTAL","F","SK",2010,2766864
"924","TOTAL","F","SM",2010,NA
"925","TOTAL","F","TR",2010,36098842
"926","TOTAL","F","UA",2010,24675525
"927","TOTAL","F","UK",2010,31841228
"928","TOTAL","F","XK",2010,1092855
"929","TOTAL","M","AD",2010,43786
"930","TOTAL","M","AL",2010,NA
"931","TOTAL","M","AM",2010,1575826
"932","TOTAL","M","AT",2010,4066201
"933","TOTAL","M","AZ",2010,4455503
"934","TOTAL","M","BA",2010,1878035
"935","TOTAL","M","BE",2010,5312221
"936","TOTAL","M","BG",2010,3613958
"937","TOTAL","M","BY",2010,4416912
"938","TOTAL","M","CH",2010,3830566
"939","TOTAL","M","CY",2010,399605
"940","TOTAL","M","CZ",2010,5136166
"941","TOTAL","M","DE",2010,40103606
"942","TOTAL","M","DE_TOT",2010,40103606
"943","TOTAL","M","DK",2010,2743286
"944","TOTAL","M","EA18",2010,162114174
"945","TOTAL","M","EA19",2010,163564373
"946","TOTAL","M","EE",2010,620800
"947","TOTAL","M","EEA30",2010,246029769
"948","TOTAL","M","EEA31",2010,248104420
"949","TOTAL","M","EFTA",2010,6435023
"950","TOTAL","M","EL",2010,5460865
"951","TOTAL","M","ES",2010,22982272
"952","TOTAL","M","EU27",2010,243425312
"953","TOTAL","M","EU28",2010,245499963
"954","TOTAL","M","FI",2010,2625067
"955","TOTAL","M","FR",2010,31301764
"956","TOTAL","M","FX",2010,30397950
"957","TOTAL","M","GE",2010,2108914
"958","TOTAL","M","HR",2010,2074651
"959","TOTAL","M","HU",2010,4756900
"960","TOTAL","M","IE",2010,2260974
"961","TOTAL","M","IS",2010,159936
"962","TOTAL","M","IT",2010,28649385
"963","TOTAL","M","LI",2010,17769
"964","TOTAL","M","LT",2010,1450199
"965","TOTAL","M","LU",2010,249406
"966","TOTAL","M","LV",2010,970931
"967","TOTAL","M","MC",2010,NA
"968","TOTAL","M","MD",2010,1713487
"969","TOTAL","M","ME",2010,305223
"970","TOTAL","M","MK",2010,1028815
"971","TOTAL","M","MT",2010,206203
"972","TOTAL","M","NL",2010,8203476
"973","TOTAL","M","NO",2010,2426752
"974","TOTAL","M","PL",2010,18412237
"975","TOTAL","M","PT",2010,5063745
"976","TOTAL","M","RO",2010,9880409
"977","TOTAL","M","RS",2010,3553575
"978","TOTAL","M","RU",2010,65639380
"979","TOTAL","M","SE",2010,4649014
"980","TOTAL","M","SI",2010,1014107
"981","TOTAL","M","SK",2010,2623546
"982","TOTAL","M","SM",2010,NA
"983","TOTAL","M","TR",2010,36462470
"984","TOTAL","M","UA",2010,21107067
"985","TOTAL","M","UK",2010,30668969
"986","TOTAL","M","XK",2010,1115252
"987","TOTAL","T","AD",2010,84082
"988","TOTAL","T","AL",2010,NA
"989","TOTAL","T","AM",2010,3249482
"990","TOTAL","T","AT",2010,8351643
"991","TOTAL","T","AZ",2010,8997586
"992","TOTAL","T","BA",2010,3844046
"993","TOTAL","T","BE",2010,10839905
"994","TOTAL","T","BG",2010,7421766
"995","TOTAL","T","BY",2010,9480178
"996","TOTAL","T","CH",2010,7785806
"997","TOTAL","T","CY",2010,819140
"998","TOTAL","T","CZ",2010,10462088
"999","TOTAL","T","DE",2010,81802257
"1000","TOTAL","T","DE_TOT",2010,81802257
"1001","TOTAL","T","DK",2010,5534738
"1002","TOTAL","T","EA18",2010,332124448
"1003","TOTAL","T","EA19",2010,335266424
"1004","TOTAL","T","EE",2010,1333290
"1005","TOTAL","T","EEA30",2010,504079494
"1006","TOTAL","T","EEA31",2010,508382341
"1007","TOTAL","T","EFTA",2010,12997529
"1008","TOTAL","T","EL",2010,11119289
"1009","TOTAL","T","ES",2010,46486619
"1010","TOTAL","T","EU27",2010,498867771
"1011","TOTAL","T","EU28",2010,503170618
"1012","TOTAL","T","FI",2010,5351427
"1013","TOTAL","T","FR",2010,64658856
"1014","TOTAL","T","FX",2010,62765235
"1015","TOTAL","T","GE",2010,4436391
"1016","TOTAL","T","HR",2010,4302847
"1017","TOTAL","T","HU",2010,10014324
"1018","TOTAL","T","IE",2010,4549428
"1019","TOTAL","T","IS",2010,317630
"1020","TOTAL","T","IT",2010,59190143
"1021","TOTAL","T","LI",2010,35894
"1022","TOTAL","T","LT",2010,3141976
"1023","TOTAL","T","LU",2010,502066
"1024","TOTAL","T","LV",2010,2120504
"1025","TOTAL","T","MC",2010,NA
"1026","TOTAL","T","MD",2010,3563695
"1027","TOTAL","T","ME",2010,619001
"1028","TOTAL","T","MK",2010,2052722
"1029","TOTAL","T","MT",2010,414027
"1030","TOTAL","T","NL",2010,16574989
"1031","TOTAL","T","NO",2010,4858199
"1032","TOTAL","T","PL",2010,38022869
"1033","TOTAL","T","PT",2010,10573479
"1034","TOTAL","T","RO",2010,20294683
"1035","TOTAL","T","RS",2010,7306677
"1036","TOTAL","T","RU",2010,141914509
"1037","TOTAL","T","SE",2010,9340682
"1038","TOTAL","T","SI",2010,2046976
"1039","TOTAL","T","SK",2010,5390410
"1040","TOTAL","T","SM",2010,NA
"1041","TOTAL","T","TR",2010,72561312
"1042","TOTAL","T","UA",2010,45782592
"1043","TOTAL","T","UK",2010,62510197
"1044","TOTAL","T","XK",2010,2208107
"1045","TOTAL","F","AD",2009,40303
"1046","TOTAL","F","AL",2009,1600064
"1047","TOTAL","F","AM",2009,1669711
"1048","TOTAL","F","AT",2009,4278068
"1049","TOTAL","F","AZ",2009,4538600
"1050","TOTAL","F","BA",2009,1965986
"1051","TOTAL","F","BE",2009,5484429
"1052","TOTAL","F","BG",2009,3831264
"1053","TOTAL","F","BY",2009,5160289
"1054","TOTAL","F","CH",2009,3915181
"1055","TOTAL","F","CY",2009,407004
"1056","TOTAL","F","CZ",2009,5309105
"1057","TOTAL","F","DE",2009,41818073
"1058","TOTAL","F","DE_TOT",2009,41818073
"1059","TOTAL","F","DK",2009,2779431
"1060","TOTAL","F","EA18",2009,169559351
"1061","TOTAL","F","EA19",2009,171269855
"1062","TOTAL","F","EE",2009,714420
"1063","TOTAL","F","EEA30",2009,257524901
"1064","TOTAL","F","EEA31",2009,259757930
"1065","TOTAL","F","EFTA",2009,6494678
"1066","TOTAL","F","EL",2009,5638650
"1067","TOTAL","F","ES",2009,23358739
"1068","TOTAL","F","EU27",2009,254945404
"1069","TOTAL","F","EU28",2009,257178433
"1070","TOTAL","F","FI",2009,2714661
"1071","TOTAL","F","FR",2009,33202247
"1072","TOTAL","F","FX",2009,32218275
"1073","TOTAL","F","GE",2009,2304622
"1074","TOTAL","F","HR",2009,2233029
"1075","TOTAL","F","HU",2009,5267925
"1076","TOTAL","F","IE",2009,2268664
"1077","TOTAL","F","IS",2009,157300
"1078","TOTAL","F","IT",2009,30430579
"1079","TOTAL","F","LI",2009,17998
"1080","TOTAL","F","LT",2009,1710504
"1081","TOTAL","F","LU",2009,248665
"1082","TOTAL","F","LV",2009,1170186
"1083","TOTAL","F","MC",2009,NA
"1084","TOTAL","F","MD",2009,1852581
"1085","TOTAL","F","ME",2009,313075
"1086","TOTAL","F","MK",2009,1021815
"1087","TOTAL","F","MT",2009,206319
"1088","TOTAL","F","NL",2009,8329391
"1089","TOTAL","F","NO",2009,2404199
"1090","TOTAL","F","PL",2009,19720950
"1091","TOTAL","F","PT",2009,5496775
"1092","TOTAL","F","RO",2009,10488417
"1093","TOTAL","F","RS",2009,3768404
"1094","TOTAL","F","RU",2009,76262345
"1095","TOTAL","F","SE",2009,4652637
"1096","TOTAL","F","SI",2009,1028417
"1097","TOTAL","F","SK",2009,2764064
"1098","TOTAL","F","SM",2009,15926
"1099","TOTAL","F","TR",2009,35615946
"1100","TOTAL","F","UA",2009,24778427
"1101","TOTAL","F","UK",2009,31625820
"1102","TOTAL","F","XK",2009,1079251
"1103","TOTAL","M","AD",2009,44181
"1104","TOTAL","M","AL",2009,1584637
"1105","TOTAL","M","AM",2009,1568265
"1106","TOTAL","M","AT",2009,4056935
"1107","TOTAL","M","AZ",2009,4358300
"1108","TOTAL","M","BA",2009,1878012
"1109","TOTAL","M","BE",2009,5268651
"1110","TOTAL","M","BG",2009,3635855
"1111","TOTAL","M","BY",2009,4511623
"1112","TOTAL","M","CH",2009,3786675
"1113","TOTAL","M","CY",2009,389926
"1114","TOTAL","M","CZ",2009,5116678
"1115","TOTAL","M","DE",2009,40184283
"1116","TOTAL","M","DE_TOT",2009,40184283
"1117","TOTAL","M","DK",2009,2732020
"1118","TOTAL","M","EA18",2009,161727048
"1119","TOTAL","M","EA19",2009,163200400
"1120","TOTAL","M","EE",2009,621320
"1121","TOTAL","M","EEA30",2009,245409747
"1122","TOTAL","M","EEA31",2009,247486514
"1123","TOTAL","M","EFTA",2009,6361387
"1124","TOTAL","M","EL",2009,5456095
"1125","TOTAL","M","ES",2009,22880534
"1126","TOTAL","M","EU27",2009,242835035
"1127","TOTAL","M","EU28",2009,244911802
"1128","TOTAL","M","FI",2009,2611653
"1129","TOTAL","M","FR",2009,31147979
"1130","TOTAL","M","FX",2009,30247434
"1131","TOTAL","M","GE",2009,2080807
"1132","TOTAL","M","HR",2009,2076767
"1133","TOTAL","M","HU",2009,4763050
"1134","TOTAL","M","IE",2009,2252658
"1135","TOTAL","M","IS",2009,162068
"1136","TOTAL","M","IT",2009,28570007
"1137","TOTAL","M","LI",2009,17591
"1138","TOTAL","M","LT",2009,1473352
"1139","TOTAL","M","LU",2009,244835
"1140","TOTAL","M","LV",2009,992648
"1141","TOTAL","M","MC",2009,NA
"1142","TOTAL","M","MD",2009,1714931
"1143","TOTAL","M","ME",2009,304082
"1144","TOTAL","M","MK",2009,1026804
"1145","TOTAL","M","MT",2009,204607
"1146","TOTAL","M","NL",2009,8156396
"1147","TOTAL","M","NO",2009,2395053
"1148","TOTAL","M","PL",2009,18414926
"1149","TOTAL","M","PT",2009,5066239
"1150","TOTAL","M","RO",2009,9951873
"1151","TOTAL","M","RS",2009,3566533
"1152","TOTAL","M","RU",2009,65641634
"1153","TOTAL","M","SE",2009,4603710
"1154","TOTAL","M","SI",2009,1003945
"1155","TOTAL","M","SK",2009,2618337
"1156","TOTAL","M","SM",2009,15343
"1157","TOTAL","M","TR",2009,35901154
"1158","TOTAL","M","UA",2009,21184932
"1159","TOTAL","M","UK",2009,30416523
"1160","TOTAL","M","XK",2009,1101435
"1161","TOTAL","T","AD",2009,84484
"1162","TOTAL","T","AL",2009,3184701
"1163","TOTAL","T","AM",2009,3237976
"1164","TOTAL","T","AT",2009,8335003
"1165","TOTAL","T","AZ",2009,8896900
"1166","TOTAL","T","BA",2009,3843998
"1167","TOTAL","T","BE",2009,10753080
"1168","TOTAL","T","BG",2009,7467119
"1169","TOTAL","T","BY",2009,9671912
"1170","TOTAL","T","CH",2009,7701856
"1171","TOTAL","T","CY",2009,796930
"1172","TOTAL","T","CZ",2009,10425783
"1173","TOTAL","T","DE",2009,82002356
"1174","TOTAL","T","DE_TOT",2009,82002356
"1175","TOTAL","T","DK",2009,5511451
"1176","TOTAL","T","EA18",2009,331286399
"1177","TOTAL","T","EA19",2009,334470255
"1178","TOTAL","T","EE",2009,1335740
"1179","TOTAL","T","EEA30",2009,502934648
"1180","TOTAL","T","EEA31",2009,507244444
"1181","TOTAL","T","EFTA",2009,12856065
"1182","TOTAL","T","EL",2009,11094745
"1183","TOTAL","T","ES",2009,46239273
"1184","TOTAL","T","EU27",2009,497780439
"1185","TOTAL","T","EU28",2009,502090235
"1186","TOTAL","T","FI",2009,5326314
"1187","TOTAL","T","FR",2009,64350226
"1188","TOTAL","T","FX",2009,62465709
"1189","TOTAL","T","GE",2009,4385429
"1190","TOTAL","T","HR",2009,4309796
"1191","TOTAL","T","HU",2009,10030975
"1192","TOTAL","T","IE",2009,4521322
"1193","TOTAL","T","IS",2009,319368
"1194","TOTAL","T","IT",2009,59000586
"1195","TOTAL","T","LI",2009,35589
"1196","TOTAL","T","LT",2009,3183856
"1197","TOTAL","T","LU",2009,493500
"1198","TOTAL","T","LV",2009,2162834
"1199","TOTAL","T","MC",2009,NA
"1200","TOTAL","T","MD",2009,3567512
"1201","TOTAL","T","ME",2009,617157
"1202","TOTAL","T","MK",2009,2048619
"1203","TOTAL","T","MT",2009,410926
"1204","TOTAL","T","NL",2009,16485787
"1205","TOTAL","T","NO",2009,4799252
"1206","TOTAL","T","PL",2009,38135876
"1207","TOTAL","T","PT",2009,10563014
"1208","TOTAL","T","RO",2009,20440290
"1209","TOTAL","T","RS",2009,7334937
"1210","TOTAL","T","RU",2009,141903979
"1211","TOTAL","T","SE",2009,9256347
"1212","TOTAL","T","SI",2009,2032362
"1213","TOTAL","T","SK",2009,5382401
"1214","TOTAL","T","SM",2009,31269
"1215","TOTAL","T","TR",2009,71517100
"1216","TOTAL","T","UA",2009,45963359
"1217","TOTAL","T","UK",2009,62042343
"1218","TOTAL","T","XK",2009,2180686
"1219","TOTAL","F","AD",2008,39622
"1220","TOTAL","F","AL",2008,1581471
"1221","TOTAL","F","AM",2008,1667529
"1222","TOTAL","F","AT",2008,4265500
"1223","TOTAL","F","AZ",2008,4371800
"1224","TOTAL","F","BA",2008,1960361
"1225","TOTAL","F","BE",2008,5442557
"1226","TOTAL","F","BG",2008,3857635
"1227","TOTAL","F","BY",2008,5168358
"1228","TOTAL","F","CH",2008,3866480
"1229","TOTAL","F","CY",2008,395875
"1230","TOTAL","F","CZ",2008,5278305
"1231","TOTAL","F","DE",2008,41943545
"1232","TOTAL","F","DE_TOT",2008,41943545
"1233","TOTAL","F","DK",2008,2763125
"1234","TOTAL","F","EA18",2008,168854706
"1235","TOTAL","F","EA19",2008,170579892
"1236","TOTAL","F","EE",2008,716390
"1237","TOTAL","F","EEA30",2008,256621458
"1238","TOTAL","F","EEA31",2008,258856437
"1239","TOTAL","F","EFTA",2008,6416432
"1240","TOTAL","F","EL",2008,5612990
